[2024-03-28 15:20:07,421: INFO: Welcome to our custom log]
[2024-03-28 15:22:50,750: INFO: Welcome to our custom log]
[2024-03-29 09:53:33,623:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 09:55:06,689:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 09:57:39,828:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:03:23,764:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:05:46,945:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:07:24,284:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:07:50,715:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:15:55,301:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:17:59,578:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:18:38,661:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:22:54,928:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:24:02,543:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:34:38,205:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:37:13,682:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:42:40,996:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:43:25,778:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:51:39,709:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:51:39,712:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 10:55:22,459:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 10:55:22,463:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 10:55:22,465:INFO:common:created directory at: artifacts]
[2024-03-29 10:55:22,466:INFO:common:created directory at: artifacts/data_ingestion]
[2024-03-29 10:55:22,469:INFO:1060046524:Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 10:55:29,905:INFO:1060046524:Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 11:53:08,876: INFO: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-03-29 11:53:08,877: INFO: yaml file: config\config.yaml loaded successfully]
[2024-03-29 11:53:08,881: INFO: yaml file: params.yaml loaded successfully]
[2024-03-29 11:53:08,882: INFO: created directory at: artifacts]
[2024-03-29 11:53:08,883: INFO: created directory at: artifacts/data_ingestion]
[2024-03-29 11:53:08,883: INFO: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 11:53:16,055: INFO: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 11:53:16,586: INFO: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-03-29 13:30:13,482:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:30:13,500:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:30:13,502:INFO:common:created directory at: artifacts]
[2024-03-29 13:32:41,113:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:32:41,115:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:32:41,116:INFO:common:created directory at: artifacts]
[2024-03-29 13:34:12,124:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:34:12,127:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:34:12,127:INFO:common:created directory at: artifacts]
[2024-03-29 13:34:12,128:INFO:common:created directory at: artifacts/prepare_base_model]
[2024-03-29 13:35:27,830:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:35:27,832:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:35:27,834:INFO:common:created directory at: artifacts]
[2024-03-29 13:35:27,835:INFO:common:created directory at: artifacts/prepare_base_model]
[2024-03-29 13:36:52,369:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:36:52,372:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:36:52,374:INFO:common:created directory at: artifacts]
[2024-03-29 13:36:52,374:INFO:common:created directory at: artifacts/prepare_base_model]
[2024-03-29 13:41:24,907:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:41:24,910:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:41:24,910:INFO:common:created directory at: artifacts]
[2024-03-29 13:41:24,912:INFO:common:created directory at: artifacts/prepare_base_model]
[2024-03-29 13:46:46,204:INFO:common:yaml file: config\config.yaml loaded successfully]
[2024-03-29 13:46:46,206:INFO:common:yaml file: params.yaml loaded successfully]
[2024-03-29 13:46:46,207:INFO:common:created directory at: artifacts]
[2024-03-29 13:46:46,208:INFO:common:created directory at: artifacts/prepare_base_model]
[2024-03-29 13:46:53,428:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-03-29 13:46:53,582:WARNING:saving_api:You are saving your model as an HDF5 file via `model.save()` or `keras.saving.save_model(model)`. This file format is considered legacy. We recommend using instead the native Keras format, e.g. `model.save('my_model.keras')` or `keras.saving.save_model(model, 'my_model.keras')`. ]
[2024-03-29 14:33:28,704: INFO: >>>>>> stage Data Ingestion stage started <<<<<<]
[2024-03-29 14:33:28,707: INFO: yaml file: config\config.yaml loaded successfully]
[2024-03-29 14:33:28,711: INFO: yaml file: params.yaml loaded successfully]
[2024-03-29 14:33:28,712: INFO: created directory at: artifacts]
[2024-03-29 14:33:28,712: INFO: created directory at: artifacts/data_ingestion]
[2024-03-29 14:33:28,714: INFO: Downloading data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 14:33:36,015: INFO: Downloaded data from https://drive.google.com/file/d/1vlhZ5c7abUKF8xXERIw6m9Te8fW7ohw3/view?usp=sharing into file artifacts/data_ingestion/data.zip]
[2024-03-29 14:33:36,720: INFO: >>>>>> stage Data Ingestion stage completed <<<<<<

x==========x]
[2024-03-29 14:33:36,720: INFO: ********************]
[2024-03-29 14:33:36,720: INFO: >>>>>> stage Prepare base model started <<<<<<]
[2024-03-29 14:33:36,723: INFO: yaml file: config\config.yaml loaded successfully]
[2024-03-29 14:33:36,725: INFO: yaml file: params.yaml loaded successfully]
[2024-03-29 14:33:36,725: INFO: created directory at: artifacts]
[2024-03-29 14:33:36,726: INFO: created directory at: artifacts/prepare_base_model]
[2024-03-29 14:33:37,222: WARNING: Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.]
[2024-03-29 14:33:37,501: INFO: >>>>>> stage Prepare base model completed <<<<<<

x==========x]
